strain	region	country																				
Austria/LB-R00064-S131/2022	Europe	Austria																				
Austria/LB-R00064-S127/2022	Europe	Austria																				
Austria/LB-R00064-S122/2022	Europe	Austria																				
Austria/LB-R00064-S121/2022	Europe	Austria																				
Austria/LB-R00064-S113/2022	Europe	Austria																				
Austria/LB-R00064-S111/2022	Europe	Austria																				
Austria/LB-R00064-S109/2022	Europe	Austria																				
Austria/LB-R00064-S097/2022	Europe	Austria																				
Austria/LB-R00064-S093/2022	Europe	Austria																				
Austria/LB-R00064-S088/2022	Europe	Austria																				
Austria/LB-R00064-S086/2022	Europe	Austria																				
Austria/LB-R00064-S085/2022	Europe	Austria																				
Austria/LB-R00064-S072/2022	Europe	Austria																				
Austria/LB-R00064-S129/2022	Europe	Austria																				
Austria/Medilab_83/2022	Europe	Austria																				
Austria/LB-R00064-S239/2022	Europe	Austria																				
Austria/LB-R00064-S295/2022	Europe	Austria																				
Austria/Medilab_77/2022	Europe	Austria																				
Austria/Medilab_74/2022	Europe	Austria																				
Austria/Medilab_65/2022	Europe	Austria																				
Austria/Medilab_61/2022	Europe	Austria																				
Austria/Medilab_57/2022	Europe	Austria																				
Austria/Medilab_49/2022	Europe	Austria																				
Austria/Medilab_47/2022	Europe	Austria																				
Austria/Medilab_42/2022	Europe	Austria																				
Austria/Medilab_26/2022	Europe	Austria																				
Austria/Medilab_102/2022	Europe	Austria																				
Austria/LB-R00065-S175/2022	Europe	Austria																				
Austria/LB-R00065-S174/2022	Europe	Austria																				
Austria/LB-R00064-S287/2022	Europe	Austria																				
Austria/LB-R00065-S141/2022	Europe	Austria																				
Austria/LB-R00064-S372/2022	Europe	Austria																				
Austria/LB-R00064-S371/2022	Europe	Austria																				
Austria/LB-R00064-S362/2022	Europe	Austria																				
Austria/LB-R00064-S361/2022	Europe	Austria																				
Austria/LB-R00064-S359/2022	Europe	Austria																				
Austria/LB-R00064-S357/2022	Europe	Austria																				
Austria/LB-R00064-S350/2022	Europe	Austria																				
Austria/LB-R00064-S337/2022	Europe	Austria																				
Austria/LB-R00064-S323/2022	Europe	Austria																				
Austria/LB-R00064-S314/2022	Europe	Austria																				
Austria/LB-R00064-S306/2022	Europe	Austria																				
Austria/LB-R00064-S302/2022	Europe	Austria																				
Austria/LB-R00065-S113/2022	Europe	Austria																				
Austria/LB-R00061-S099/2022	Europe	Austria																				
Austria/LB-R00059-S308/2022	Europe	Austria																				
Austria/LB-R00061-S089/2022	Europe	Austria																				
Austria/LB-R00056-S045/2022	Europe	Austria																				
Austria/LB-R00056-S039/2022	Europe	Austria																				
Austria/LB-R00056-S036/2022	Europe	Austria																				
Austria/LB-R00056-S025/2022	Europe	Austria																				
Austria/LB-R00056-S014/2022	Europe	Austria																				
Austria/LB-R00056-S010/2022	Europe	Austria																				
Austria/LB-R00056-S009/2022	Europe	Austria																				
Austria/LB-R00055-S070/2022	Europe	Austria																				
Austria/LB-R00055-S030/2022	Europe	Austria																				
Austria/LB-R00055-S028/2022	Europe	Austria																				
Austria/LB-R00055-S022/2022	Europe	Austria																				
Austria/LB-R00055-S017/2022	Europe	Austria																				
Austria/LB-R00056-S051/2022	Europe	Austria																				
Austria/LB-R00055-S010/2022	Europe	Austria																				
Austria/LB-R00054-S093/2022	Europe	Austria																				
Austria/LB-R00054-S021/2022	Europe	Austria																				
Austria/CeMM25512/2022	Europe	Austria																				
Austria/CeMM25510/2022	Europe	Austria																				
Austria/CeMM25505/2022	Europe	Austria																				
Austria/CeMM25501/2022	Europe	Austria																				
Austria/CeMM25500/2022	Europe	Austria																				
Austria/CeMM25495/2022	Europe	Austria																				
Austria/CeMM25492/2022	Europe	Austria																				
Austria/CeMM25310/2022	Europe	Austria																				
Austria/CeMM25109/2022	Europe	Austria																				
Austria/CeMM25104/2022	Europe	Austria																				
Austria/LB-R00055-S004/2022	Europe	Austria																				
Austria/CeMM25103/2022	Europe	Austria																				
Austria/LB-R00056-S053/2022	Europe	Austria																				
Austria/LB-R00056-S069/2022	Europe	Austria																				
Austria/LB-R00058-S083/2022	Europe	Austria																				
Austria/LB-R00058-S082/2022	Europe	Austria																				
Austria/LB-R00058-S077/2022	Europe	Austria																				
Austria/LB-R00058-S066/2022	Europe	Austria																				
Austria/LB-R00058-S065/2022	Europe	Austria																				
Austria/LB-R00058-S052/2022	Europe	Austria																				
Austria/LB-R00058-S046/2022	Europe	Austria																				
Austria/LB-R00058-S037/2022	Europe	Austria																				
Austria/LB-R00058-S029/2022	Europe	Austria																				
Austria/LB-R00058-S019/2022	Europe	Austria																				
Austria/LB-R00058-S017/2022	Europe	Austria																				
Austria/LB-R00058-S015/2022	Europe	Austria																				
Austria/LB-R00056-S062/2022	Europe	Austria																				
Austria/LB-R00058-S013/2022	Europe	Austria																				
Austria/LB-R00058-S005/2022	Europe	Austria																				
Austria/LB-R00058-S004/2022	Europe	Austria																				
Austria/LB-R00057-S285/2022	Europe	Austria																				
Austria/LB-R00057-S238/2022	Europe	Austria																				
Austria/LB-R00057-S190/2022	Europe	Austria																				
Austria/LB-R00057-S067/2022	Europe	Austria																				
Austria/LB-R00057-S030/2022	Europe	Austria																				
Austria/LB-R00056-S091/2022	Europe	Austria																				
Austria/LB-R00056-S086/2022	Europe	Austria																				
Austria/LB-R00056-S081/2022	Europe	Austria																				
Austria/LB-R00056-S073/2022	Europe	Austria																				
Austria/LB-R00056-S070/2022	Europe	Austria																				
Austria/LB-R00058-S007/2022	Europe	Austria																				
Austria/LB-R00058-S084/2022	Europe	Austria																				
Austria/CeMM25060/2022	Europe	Austria																				
Austria/AGES-608950/2022	Europe	Austria																				
Austria/CeMM24385/2022	Europe	Austria																				
Austria/CeMM24392/2022	Europe	Austria																				
Austria/CeMM24399/2022	Europe	Austria																				
Austria/CeMM24426/2022	Europe	Austria																				
Austria/CeMM24434/2022	Europe	Austria																				
Austria/CeMM24452/2022	Europe	Austria																				
Austria/CeMM24455/2022	Europe	Austria																				
Austria/CeMM24511/2022	Europe	Austria																				
Austria/CeMM24566/2022	Europe	Austria																				
Austria/CeMM24578/2022	Europe	Austria																				
Austria/CeMM24792/2022	Europe	Austria																				
Austria/CeMM24802/2022	Europe	Austria																				
Austria/CeMM24265/2022	Europe	Austria																				
Austria/CeMM24809/2022	Europe	Austria																				
Austria/CeMM24814/2022	Europe	Austria																				
Austria/CeMM24815/2022	Europe	Austria																				
Austria/CeMM24822/2022	Europe	Austria																				
Austria/CeMM24899/2022	Europe	Austria																				
Austria/CeMM24916/2022	Europe	Austria																				
Austria/CeMM24925/2022	Europe	Austria																				
Austria/CeMM24929/2022	Europe	Austria																				
Austria/CeMM24936/2022	Europe	Austria																				
Austria/CeMM24968/2022	Europe	Austria																				
Austria/CeMM24972/2022	Europe	Austria																				
Austria/CeMM24976/2022	Europe	Austria																				
Austria/CeMM25041/2022	Europe	Austria																				
Austria/CeMM24810/2022	Europe	Austria																				
env/Austria/CeMM25644/2022	Europe	Austria																				
Austria/CeMM24100/2022	Europe	Austria																				
Austria/CeMM24089/2022	Europe	Austria																				
Austria/AGES-628552/2022	Europe	Austria																				
Austria/AGES-631452/2022	Europe	Austria																				
Austria/AGES-631512/2022	Europe	Austria																				
Austria/AGES-631938/2022	Europe	Austria																				
Austria/AGES-632183/2022	Europe	Austria																				
Austria/AGES-633625/2022	Europe	Austria																				
Austria/AGES-633701/2022	Europe	Austria																				
Austria/AGES-633832/2022	Europe	Austria																				
Austria/AGES-634563/2022	Europe	Austria																				
Austria/AGES-634587/2022	Europe	Austria																				
Austria/AGES-654273/2022	Europe	Austria																				
Austria/AGES-655453/2022	Europe	Austria																				
Austria/CeMM24092/2022	Europe	Austria																				
Austria/AGES-662411/2022	Europe	Austria																				
Austria/AGES-662435/2022	Europe	Austria																				
Austria/CeMM22379/2022	Europe	Austria																				
Austria/CeMM22461/2022	Europe	Austria																				
Austria/CeMM22465/2022	Europe	Austria																				
Austria/CeMM22847/2022	Europe	Austria																				
Austria/CeMM22868/2022	Europe	Austria																				
Austria/CeMM22922/2022	Europe	Austria																				
Austria/CeMM22923/2022	Europe	Austria																				
Austria/LB-R00061-S093/2022	Europe	Austria																				
Austria/CeMM22926/2022	Europe	Austria																				
Austria/CeMM23987/2022	Europe	Austria																				
Austria/CeMM24078/2022	Europe	Austria																				
Austria/AGES-662418/2022	Europe	Austria																				
Austria/LB-R00059-S003/2022	Europe	Austria																				
Austria/LB-R00058-S054/2022	Europe	Austria																				
Austria/LB-R00059-S005/2022	Europe	Austria																				
Austria/LB-R00059-S347/2022	Europe	Austria																				
Austria/LB-R00059-S342/2022	Europe	Austria																				
Austria/LB-R00059-S340/2022	Europe	Austria																				
Austria/LB-R00059-S336/2022	Europe	Austria																				
Austria/LB-R00059-S333/2022	Europe	Austria																				
Austria/LB-R00059-S330/2022	Europe	Austria																				
Austria/LB-R00059-S320/2022	Europe	Austria																				
Austria/LB-R00059-S310/2022	Europe	Austria																				
Austria/LB-R00061-S063/2022	Europe	Austria																				
Austria/LB-R00059-S303/2022	Europe	Austria																				
Austria/LB-R00059-S298/2022	Europe	Austria																				
Austria/LB-R00061-S064/2022	Europe	Austria																				
Austria/LB-R00059-S350/2022	Europe	Austria																				
Austria/LB-R00061-S066/2022	Europe	Austria																				
Austria/LB-R00061-S068/2022	Europe	Austria																				
Austria/LB-R00061-S070/2022	Europe	Austria																				
Austria/LB-R00061-S072/2022	Europe	Austria																				
Austria/LB-R00061-S073/2022	Europe	Austria																				
Austria/LB-R00061-S075/2022	Europe	Austria																				
Austria/LB-R00059-S004/2022	Europe	Austria																				
Austria/LB-R00061-S076/2022	Europe	Austria																				
Austria/LB-R00061-S079/2022	Europe	Austria																				
