strain	region	country																				
Australia/WA1509/2022	Oceania	Australia																				
Australia/WA1520/2022	Oceania	Australia																				
Australia/WA1539/2022	Oceania	Australia																				
Australia/WA1550/2022	Oceania	Australia																				
Australia/WA1563/2022	Oceania	Australia																				
Australia/WA1565/2022	Oceania	Australia																				
Australia/WA1417/2022	Oceania	Australia																				
Australia/VIC38038/2022	Oceania	Australia																				
Australia/VIC38032/2022	Oceania	Australia																				
Australia/VIC38024/2022	Oceania	Australia																				
Australia/VIC35279/2022	Oceania	Australia																				
Australia/VIC35287/2022	Oceania	Australia																				
Australia/VIC35374/2022	Oceania	Australia																				
Australia/VIC35520/2021	Oceania	Australia																				
Australia/VIC35609/2022	Oceania	Australia																				
Australia/VIC35611/2022	Oceania	Australia																				
Australia/VIC35634/2022	Oceania	Australia																				
Australia/VIC35659/2022	Oceania	Australia																				
Australia/VIC35699/2022	Oceania	Australia																				
Australia/VIC35132/2022	Oceania	Australia																				
Australia/VIC35773/2022	Oceania	Australia																				
Australia/VIC35873/2022	Oceania	Australia																				
Australia/VIC35907/2022	Oceania	Australia																				
Australia/VIC35961/2022	Oceania	Australia																				
Australia/VIC35962/2022	Oceania	Australia																				
Australia/VIC35981/2022	Oceania	Australia																				
Australia/VIC35998/2022	Oceania	Australia																				
Australia/VIC36026/2022	Oceania	Australia																				
Australia/VIC36059/2022	Oceania	Australia																				
Australia/VIC36176/2022	Oceania	Australia																				
Australia/VIC35838/2022	Oceania	Australia																				
Australia/VIC36224/2022	Oceania	Australia																				
Australia/VIC35071/2022	Oceania	Australia																				
Australia/VIC35018/2022	Oceania	Australia																				
Australia/VIC32231/2021	Oceania	Australia																				
Australia/VIC32472/2021	Oceania	Australia																				
Australia/VIC32592/2021	Oceania	Australia																				
Australia/VIC32869/2021	Oceania	Australia																				
Australia/VIC33036/2021	Oceania	Australia																				
Australia/VIC33091/2021	Oceania	Australia																				
Australia/VIC33300/2021	Oceania	Australia																				
Australia/VIC33439/2021	Oceania	Australia																				
Australia/VIC33837/2022	Oceania	Australia																				
Australia/VIC35066/2022	Oceania	Australia																				
Australia/VIC33888/2022	Oceania	Australia																				
Australia/VIC34325/2022	Oceania	Australia																				
Australia/VIC34367/2022	Oceania	Australia																				
Australia/VIC34427/2022	Oceania	Australia																				
Australia/VIC34504/2022	Oceania	Australia																				
Australia/VIC34515/2022	Oceania	Australia																				
Australia/VIC34616/2022	Oceania	Australia																				
Australia/VIC34728/2022	Oceania	Australia																				
Australia/VIC34936/2022	Oceania	Australia																				
Australia/VIC34954/2022	Oceania	Australia																				
Australia/VIC34271/2022	Oceania	Australia																				
Australia/VIC32024/2021	Oceania	Australia																				
Australia/VIC36244/2022	Oceania	Australia																				
Australia/VIC36299/2022	Oceania	Australia																				
Australia/VIC37308/2022	Oceania	Australia																				
Australia/VIC37343/2022	Oceania	Australia																				
Australia/VIC37358/2022	Oceania	Australia																				
Australia/VIC37399/2022	Oceania	Australia																				
Australia/VIC37403/2022	Oceania	Australia																				
Australia/VIC37474/2022	Oceania	Australia																				
Australia/VIC37486/2022	Oceania	Australia																				
Australia/VIC37495/2022	Oceania	Australia																				
Australia/VIC37536/2022	Oceania	Australia																				
Australia/VIC37284/2022	Oceania	Australia																				
Australia/VIC37563/2022	Oceania	Australia																				
Australia/VIC37619/2022	Oceania	Australia																				
Australia/VIC37624/2022	Oceania	Australia																				
Australia/VIC37655/2022	Oceania	Australia																				
Australia/VIC37741/2022	Oceania	Australia																				
Australia/VIC37761/2022	Oceania	Australia																				
Australia/VIC37790/2022	Oceania	Australia																				
Australia/VIC37825/2022	Oceania	Australia																				
Australia/VIC37917/2022	Oceania	Australia																				
Australia/VIC38016/2022	Oceania	Australia																				
Australia/VIC37567/2022	Oceania	Australia																				
Australia/VIC36290/2022	Oceania	Australia																				
Australia/VIC37147/2022	Oceania	Australia																				
Australia/VIC37133/2022	Oceania	Australia																				
Australia/VIC36316/2022	Oceania	Australia																				
Australia/VIC36324/2022	Oceania	Australia																				
Australia/VIC36333/2022	Oceania	Australia																				
Australia/VIC36348/2022	Oceania	Australia																				
Australia/VIC36383/2022	Oceania	Australia																				
Australia/VIC36492/2022	Oceania	Australia																				
Australia/VIC36496/2022	Oceania	Australia																				
Australia/VIC36604/2022	Oceania	Australia																				
Australia/VIC36687/2022	Oceania	Australia																				
Australia/VIC37137/2022	Oceania	Australia																				
Australia/VIC36688/2022	Oceania	Australia																				
Australia/VIC36744/2022	Oceania	Australia																				
Australia/VIC36768/2022	Oceania	Australia																				
Australia/VIC36783/2022	Oceania	Australia																				
Australia/VIC36800/2022	Oceania	Australia																				
Australia/VIC36873/2022	Oceania	Australia																				
