strain	region	country																				
France/NOR15255448/2021	Europe	France																				
France/NOR-HMN-22022230338/2022	Europe	France																				
France/NOR-HMN-22022160321/2022	Europe	France																				
France/NOR-HMN-22022160316/2022	Europe	France																				
France/NOR20415306/2022	Europe	France																				
France/OCC-CHU-TLS-220301268601/2022	Europe	France																				
Georgia/Tb-sNGS3312/2022	Asia	Georgia																				
Georgia/Tb-sNGS3800/2022	Asia	Georgia																				
Georgia/Tb-sNGS2190/2021	Asia	Georgia																				
Georgia/Tb-sNGS4050/2022	Asia	Georgia																				
Georgia/Tb-sNGS4121/2022	Asia	Georgia																				
Georgia/Tb-sNGS4349/2022	Asia	Georgia																				
Georgia/Tb-sNGS4363/2022	Asia	Georgia																				
Georgia/Tb-sNGS4416/2022	Asia	Georgia																				
Georgia/Tb-sNGS4448/2022	Asia	Georgia																				
Georgia/Tb-sNGS4473/2022	Asia	Georgia																				
Georgia/Tb-sNGS4574/2022	Asia	Georgia																				
Georgia/Tb-sNGS3298/2022	Asia	Georgia																				
Georgia/Tb-sNGS4528/2022	Asia	Georgia																				
Georgia/Tb-sNGS3062/2022	Asia	Georgia																				
Georgia/Tb-sNGS3050/2022	Asia	Georgia																				
Georgia/Tb-sNGS3041/2022	Asia	Georgia																				
Georgia/Tb-sNGS2789/2022	Asia	Georgia																				
Georgia/Tb-sNGS2493/2021	Asia	Georgia																				
Georgia/Tb-sNGS2442/2021	Asia	Georgia																				
Georgia/Tb-sNGS2303/2021	Asia	Georgia																				
Georgia/Tb-sNGS3240/2022	Asia	Georgia																				
Georgia/Tb-sNGS2289/2021	Asia	Georgia																				
Georgia/Tb-sNGS3825/2022	Asia	Georgia																				
Germany/NW-RKI-I-571824/2022	Europe	Germany																				
Germany/NW-RKI-I-571820/2022	Europe	Germany																				
Germany/NW-RKI-I-571809/2022	Europe	Germany																				
Germany/NW-RKI-I-571814/2022	Europe	Germany																				
Germany/NW-RKI-I-571825/2022	Europe	Germany																				
Germany/NW-RKI-I-571818/2022	Europe	Germany																				
Germany/NW-RKI-I-571835/2022	Europe	Germany																				
Germany/NW-RKI-I-575841/2022	Europe	Germany																				
Germany/NW-RKI-I-571848/2022	Europe	Germany																				
Germany/NW-RKI-I-572158/2022	Europe	Germany																				
Germany/NW-RKI-I-574689/2022	Europe	Germany																				
Germany/NW-RKI-I-574808/2022	Europe	Germany																				
Germany/NW-RKI-I-574872/2022	Europe	Germany																				
Germany/NW-RKI-I-574941/2022	Europe	Germany																				
Germany/NW-RKI-I-575126/2022	Europe	Germany																				
Germany/NW-RKI-I-571807/2022	Europe	Germany																				
Germany/NW-RKI-I-571847/2022	Europe	Germany																				
Germany/NW-RKI-I-571804/2022	Europe	Germany																				
Germany/NW-RKI-I-567973/2022	Europe	Germany																				
Germany/NW-RKI-I-570868/2022	Europe	Germany																				
Germany/NW-RKI-I-561048/2022	Europe	Germany																				
Germany/NW-RKI-I-561071/2022	Europe	Germany																				
Germany/NW-RKI-I-561097/2022	Europe	Germany																				
Germany/NW-RKI-I-561114/2022	Europe	Germany																				
Germany/NW-RKI-I-561121/2022	Europe	Germany																				
Germany/NW-RKI-I-561151/2022	Europe	Germany																				
Germany/NW-RKI-I-561413/2022	Europe	Germany																				
Germany/NW-RKI-I-561423/2022	Europe	Germany																				
Germany/NW-RKI-I-561734/2022	Europe	Germany																				
Germany/NW-RKI-I-561735/2022	Europe	Germany																				
Germany/NW-RKI-I-562691/2022	Europe	Germany																				
Germany/NW-RKI-I-564939/2022	Europe	Germany																				
Germany/NW-RKI-I-575961/2022	Europe	Germany																				
Germany/NW-RKI-I-568091/2022	Europe	Germany																				
Germany/NW-RKI-I-568317/2022	Europe	Germany																				
Germany/NW-RKI-I-568321/2022	Europe	Germany																				
Germany/NW-RKI-I-568335/2022	Europe	Germany																				
Germany/NW-RKI-I-568340/2022	Europe	Germany																				
Germany/NW-RKI-I-570091/2022	Europe	Germany																				
Germany/NW-RKI-I-570921/2022	Europe	Germany																				
Germany/NW-RKI-I-576493/2022	Europe	Germany																				
Germany/RP-RKI-I-437818/2021	Europe	Germany																				
Germany/NW-RKI-I-578177/2022	Europe	Germany																				
Germany/RP-RKI-I-532804/2022	Europe	Germany																				
Germany/RP-RKI-I-539688/2022	Europe	Germany																				
Germany/RP-RKI-I-544248/2022	Europe	Germany																				
Germany/RP-RKI-I-546446/2022	Europe	Germany																				
Germany/RP-RKI-I-546713/2022	Europe	Germany																				
Germany/RP-RKI-I-546718/2022	Europe	Germany																				
Germany/RP-RKI-I-547679/2022	Europe	Germany																				
Germany/RP-RKI-I-550049/2022	Europe	Germany																				
Germany/RP-RKI-I-553252/2022	Europe	Germany																				
Germany/RP-RKI-I-553266/2022	Europe	Germany																				
Germany/RP-RKI-I-553278/2022	Europe	Germany																				
Germany/RP-RKI-I-564801/2022	Europe	Germany																				
Germany/RP-RKI-I-565103/2022	Europe	Germany																				
Germany/RP-RKI-I-565272/2022	Europe	Germany																				
Germany/RP-RKI-I-565316/2022	Europe	Germany																				
Germany/RP-RKI-I-565490/2022	Europe	Germany																				
Germany/NW-RKI-I-561027/2022	Europe	Germany																				
Germany/RP-RKI-I-530837/2022	Europe	Germany																				
Germany/RP-RKI-I-530810/2022	Europe	Germany																				
Germany/RP-RKI-I-530519/2022	Europe	Germany																				
Germany/RP-RKI-I-530258/2022	Europe	Germany																				
Germany/NW-RKI-I-578544/2022	Europe	Germany																				
Germany/NW-RKI-I-578549/2022	Europe	Germany																				
Germany/NW-RKI-I-578570/2022	Europe	Germany																				
Germany/NW-RKI-I-578582/2022	Europe	Germany																				
Germany/RP-RKI-I-414419/2021	Europe	Germany																				
Germany/RP-RKI-I-421289/2021	Europe	Germany																				
Germany/RP-RKI-I-565517/2022	Europe	Germany																				
Germany/RP-RKI-I-462684/2022	Europe	Germany																				
Germany/NW-RKI-I-578002/2022	Europe	Germany																				
Germany/RP-RKI-I-462699/2022	Europe	Germany																				
Germany/RP-RKI-I-474976/2021	Europe	Germany																				
Germany/RP-RKI-I-500048/2022	Europe	Germany																				
Germany/RP-RKI-I-500156/2022	Europe	Germany																				
Germany/RP-RKI-I-504581/2022	Europe	Germany																				
Germany/RP-RKI-I-505241/2022	Europe	Germany																				
Germany/RP-RKI-I-507774/2022	Europe	Germany																				
Germany/RP-RKI-I-517391/2022	Europe	Germany																				
Germany/RP-RKI-I-517823/2022	Europe	Germany																				
Germany/RP-RKI-I-462703/2022	Europe	Germany																				
Germany/NW-RKI-I-561007/2022	Europe	Germany																				
Germany/NW-RKI-I-530555/2022	Europe	Germany																				
Germany/NW-RKI-I-555075/2022	Europe	Germany																				
Germany/NW-RKI-I-529427/2022	Europe	Germany																				
Germany/NW-RKI-I-529732/2022	Europe	Germany																				
Germany/NW-RKI-I-530103/2022	Europe	Germany																				
Germany/NW-RKI-I-530209/2022	Europe	Germany																				
Germany/NW-RKI-I-530467/2022	Europe	Germany																				
Germany/NW-RKI-I-534712/2022	Europe	Germany																				
Germany/NW-RKI-I-535041/2022	Europe	Germany																				
Germany/NW-RKI-I-537609/2022	Europe	Germany																				
Germany/NW-RKI-I-528513/2022	Europe	Germany																				
Germany/NW-RKI-I-539856/2022	Europe	Germany																				
Germany/NW-RKI-I-540001/2022	Europe	Germany																				
Germany/NW-RKI-I-540009/2022	Europe	Germany																				
Germany/NW-RKI-I-540130/2022	Europe	Germany																				
Germany/NW-RKI-I-540207/2022	Europe	Germany																				
Germany/NW-RKI-I-540249/2022	Europe	Germany																				
Germany/NW-RKI-I-540255/2022	Europe	Germany																				
Germany/NW-RKI-I-540302/2022	Europe	Germany																				
Germany/NW-RKI-I-540425/2022	Europe	Germany																				
Germany/NW-RKI-I-539886/2022	Europe	Germany																				
Germany/NW-RKI-I-540768/2022	Europe	Germany																				
Germany/NW-RKI-I-528439/2022	Europe	Germany																				
Germany/NW-RKI-I-528420/2022	Europe	Germany																				
Germany/RP-RKI-I-570068/2022	Europe	Germany																				
Germany/NW-RKI-I-520662/2022	Europe	Germany																				
Germany/NW-RKI-I-520717/2022	Europe	Germany																				
Germany/NW-RKI-I-521006/2022	Europe	Germany																				
Germany/NW-RKI-I-521050/2022	Europe	Germany																				
Germany/NW-RKI-I-523229/2022	Europe	Germany																				
Germany/NW-RKI-I-523236/2022	Europe	Germany																				
Germany/NW-RKI-I-523493/2022	Europe	Germany																				
Germany/NW-RKI-I-528438/2022	Europe	Germany																				
Germany/NW-RKI-I-524488/2022	Europe	Germany																				
Germany/NW-RKI-I-525533/2022	Europe	Germany																				
Germany/NW-RKI-I-525573/2022	Europe	Germany																				
Germany/NW-RKI-I-525611/2022	Europe	Germany																				
Germany/NW-RKI-I-525725/2022	Europe	Germany																				
